[04/May/2026:03:24:43 +0000] - 200 200 - GET http npm.soydan.fun "/api/" [Client 172.18.0.6] [Length 74] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:43 +0000] - 200 200 - GET http npm.soydan.fun "/api/version/check" [Client 172.18.0.6] [Length 65] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:43 +0000] - 500 500 - GET http npm.soydan.fun "/api/users/me?expand=permissions" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:44 +0000] - 500 500 - GET http npm.soydan.fun "/api/reports/hosts" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:44 +0000] - 500 500 - GET http npm.soydan.fun "/api/users/me?expand=permissions" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:45 +0000] - 500 500 - GET http npm.soydan.fun "/api/reports/hosts" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:46 +0000] - 500 500 - GET http npm.soydan.fun "/api/users/me?expand=permissions" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:47 +0000] - 500 500 - GET http npm.soydan.fun "/api/reports/hosts" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:50 +0000] - 500 500 - GET http npm.soydan.fun "/api/users/me?expand=permissions" [Client 172.18.0.6] [Length 38] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
[04/May/2026:03:24:52 +0000] - 200 200 - GET http npm.soydan.fun "/" [Client 172.18.0.6] [Length 700] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "http://localhost:81/"
[04/May/2026:03:24:53 +0000] - 200 200 - GET http npm.soydan.fun "/api/" [Client 172.18.0.6] [Length 74] [Gzip -] [Sent-to npm] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://npm.soydan.fun/"
